Price,Levy,Manufacturer,Model,Prod. year,Category,Leather interior,Engine volume,Mileage_km,Cylinders,Doors,Wheel,Color,Airbags,turbo,Fuel type_CNG,Fuel type_Diesel,Fuel type_Hybrid,Fuel type_Hydrogen,Fuel type_LPG,Fuel type_Petrol,Fuel type_Plug-in Hybrid,Drive wheels_4x4,Drive wheels_Front,Drive wheels_Rear,Gear box type_Automatic,Gear box type_Manual,Gear box type_Tiptronic,Gear box type_Variator
10976,1187,CHEVROLET,Cruze,2014,Sedan,0,1.4,126000,4.0,4,Right-hand drive,Beige,6,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
37580,765,HYUNDAI,Tucson,2015,Jeep,1,2.0,60000,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
5018,645,TOYOTA,Prius,2011,Jeep,1,1.8,489584,4.0,4,Left wheel,Grey,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
10663,1032,NISSAN,Note,2012,Hatchback,0,1.2,181000,4.0,4,Right-hand drive,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
50184,891,HYUNDAI,Tucson,2016,Jeep,1,2.0,121764,4.0,4,Left wheel,Blue,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
10976,632,SUZUKI,Samurai,1984,Jeep,1,1.6,100000,4.0,2,Left wheel,Green,0,0,True,False,False,False,False,False,False,True,False,False,False,True,False,False
19613,694,CHEVROLET,Captiva,2014,Jeep,1,2.2,195691,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
45473,632,BMW,M5 Japan,2006,Sedan,1,5.0,97000,10.0,4,Left wheel,Blue,10,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
15367,632,VOLKSWAGEN,Golf TDI,2012,Hatchback,0,2.0,130000,4.0,2,Left wheel,White,10,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
25729,831,HYUNDAI,Elantra,2017,Sedan,1,1.6,56378,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6586,1018,BMW,335,2011,Coupe,1,3.0,143950,6.0,2,Left wheel,Black,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
18660,639,MITSUBISHI,Outlander SPORT,2014,Jeep,0,2.0,83516,4.0,4,Left wheel,Silver,8,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
57842,879,HYUNDAI,Tucson,2019,Jeep,1,1.6,32724,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
3450,915,BMW,535,2014,Sedan,1,3.0,0,6.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
17694,691,HONDA,FIT,2017,Hatchback,1,1.3,69968,4.0,4,Left wheel,Blue,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
15053,632,FORD,Transit,2007,Microbus,0,2.2,0,5.0,2,Left wheel,White,0,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
11290,632,MERCEDES-BENZ,CLK 320,1999,Coupe,1,3.2,237000,6.0,2,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
627,584,VOLKSWAGEN,Jetta,2014,Sedan,1,1.8,213698,4.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
4861,781,SUBARU,Forester,2012,Jeep,1,2.5,260133,4.0,4,Left wheel,Silver,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
10017,966,VOLKSWAGEN,Caddy,2009,Goods wagon,0,2.0,238000,4.0,4,Left wheel,White,2,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
31988,1017,LEXUS,NX 200,2017,Jeep,1,2.0,54120,4.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
34406,770,HYUNDAI,Tucson,2016,Jeep,1,1.7,101248,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
141124,632,LAND ROVER,Land Rover Sport,2015,Jeep,1,3.0,90000,6.0,4,Left wheel,Black,12,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
8154,632,TOYOTA,Caldina,2003,Universal,0,2.0,112000,4.0,4,Right-hand drive,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
29793,632,HYUNDAI,Tucson,2010,Jeep,1,2.4,180000,4.0,4,Left wheel,White,10,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
14113,761,TOYOTA,Prius,2010,Hatchback,0,1.8,196121,4.0,4,Left wheel,White,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
29633,891,HYUNDAI,Tucson,2016,Jeep,1,2.0,27243,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
11447,1266,TOYOTA,Aqua s,2014,Sedan,0,1.5,133000,4.0,4,Right-hand drive,Silver,5,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
20071,632,HYUNDAI,Elantra LIMITED,2013,Sedan,1,1.8,123200,4.0,4,Left wheel,Grey,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
784,1301,BMW,X5,2014,Sedan,1,4.4,247877,8.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
8624,632,HONDA,Insight,2009,Hatchback,0,1.3,180000,4.0,4,Right-hand drive,Silver,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
13328,1399,LEXUS,RX 450,2010,Jeep,1,3.5,186005,6.0,4,Left wheel,Silver,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
17562,777,TOYOTA,Camry,2014,Sedan,1,2.5,88000,4.0,4,Left wheel,Black,10,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
36068,777,HYUNDAI,H1,2014,Minivan,1,2.5,85933,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
7840,632,PEUGEOT,607,2001,Sedan,1,2.2,325000,6.0,4,Left wheel,Black,6,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False
47217,1249,HYUNDAI,H1,2017,Universal,1,2.5,39071,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
37000,1091,HYUNDAI,H1,2016,Universal,1,2.5,90000,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
16621,1017,MERCEDES-BENZ,E 300,2017,Sedan,1,2.0,70880,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
6523,687,DAEWOO,Lacetti,2010,Sedan,1,1.6,36125,4.0,4,Left wheel,Blue,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
12231,645,CHEVROLET,Cruze,2011,Sedan,0,1.8,130000,4.0,4,Left wheel,Sky blue,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
27946,528,HYUNDAI,Elantra,2014,Sedan,1,1.6,102152,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
23239,583,HYUNDAI,Elantra,2011,Sedan,1,1.6,137213,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
119172,632,LEXUS,RX 350 F sport,2016,Jeep,1,3.5,52000,6.0,4,Left wheel,Black,8,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
12544,994,OPEL,Astra H,2008,Hatchback,0,1.8,168000,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
17245,632,FORD,Fiesta,2016,Hatchback,0,1.6,73600,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2352,632,VOLKSWAGEN,Golf,1991,Sedan,0,1.8,234000,4.0,4,Left wheel,White,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False
79902,1011,FORD,Explorer,2016,Jeep,1,2.3,125072,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
26343,810,VOLKSWAGEN,Passat,2016,Sedan,1,1.8,87000,4.0,4,Left wheel,White,12,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
549,1677,VOLKSWAGEN,NEW Beetle,2003,Sedan,1,2.0,0,4.0,4,Left wheel,Pink,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
8624,632,MERCEDES-BENZ,C 240,2000,Sedan,0,2.6,196600,6.0,4,Left wheel,Silver,6,0,False,False,False,False,True,False,False,False,False,True,False,True,False,False
21639,503,RENAULT,Megane GT Line,2012,Universal,1,1.5,170000,4.0,4,Left wheel,Black,6,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
39201,632,BMW,X5,2010,Jeep,1,3.5,267632,6.0,4,Left wheel,Black,0,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
17249,632,TOYOTA,Prius,2010,Hatchback,1,1.8,179200,4.0,4,Left wheel,Black,4,0,False,False,True,False,False,False,False,False,False,True,False,False,False,True
25089,585,MERCEDES-BENZ,C 250,2013,Sedan,1,1.8,95000,4.0,4,Left wheel,White,12,1,False,False,False,False,False,True,False,False,False,True,True,False,False,False
9565,915,AUDI,A7,2014,Hatchback,1,3.0,191373,6.0,4,Left wheel,Grey,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
12281,761,CHEVROLET,Lacetti,2010,Sedan,1,1.8,128257,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
9938,639,HYUNDAI,Sonata,2014,Sedan,1,2.0,377942,4.0,4,Left wheel,Silver,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
17540,640,KIA,Optima,2013,Sedan,1,2.0,41412,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1098,1091,TOYOTA,Camry,2016,Sedan,1,2.5,114389,4.0,4,Left wheel,Blue,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
37580,891,HYUNDAI,Tucson,2016,Jeep,1,2.0,99000,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
14269,1324,TOYOTA,Highlander,2010,Jeep,1,3.3,300366,6.0,4,Left wheel,Blue,12,0,False,False,True,False,False,False,False,True,False,False,True,False,False,False
18000,2421,NISSAN,X-Trail,2016,Jeep,1,2.0,22000,4.0,4,Right-hand drive,Red,8,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
1725,473,CHEVROLET,Cruze,2014,Sedan,1,1.4,184835,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
23521,632,SKODA,Octavia,2011,Universal,0,1.8,180000,4.0,4,Left wheel,Silver,10,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False
13485,632,MERCEDES-BENZ,ML 350,2003,Jeep,1,3.7,235200,6.0,4,Left wheel,Black,12,0,True,False,False,False,False,False,False,True,False,False,False,False,True,False
25089,632,MERCEDES-BENZ,CLS 350 AMG,2008,Sedan,1,3.5,63000,6.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
29777,640,HYUNDAI,Santa FE,2013,Jeep,1,2.0,182217,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
22580,1172,TOYOTA,Highlander,2011,Jeep,1,3.5,368064,6.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
7840,632,TOYOTA,Vitz,2004,Hatchback,0,1.3,170342,4.0,4,Right-hand drive,Silver,4,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True
36166,831,CHEVROLET,Orlando,2017,Jeep,1,1.6,71400,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
34497,632,FORD,Fusion,2015,Sedan,1,2.0,78000,4.0,4,Left wheel,Black,0,0,False,False,False,False,False,False,True,False,True,False,True,False,False,False
17186,642,HYUNDAI,Sonata,2012,Sedan,1,2.0,157367,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
17158,530,HYUNDAI,Elantra,2013,Sedan,1,1.6,117500,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
5018,830,CHEVROLET,Malibu,2019,Coupe,1,1.5,8710,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
42337,917,AUDI,Q5 S-line,2013,Jeep,1,3.0,139259,6.0,4,Left wheel,Black,12,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
49858,749,HYUNDAI,Santa FE,2014,Jeep,1,2.4,87000,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
19757,632,FORD,Transit,2006,Microbus,0,2.4,286000,4.0,2,Left wheel,White,4,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False
16621,1296,TOYOTA,RAV 4,2008,Jeep,0,2.4,113600,5.0,4,Left wheel,White,0,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
30038,880,HYUNDAI,Elantra,2018,Sedan,1,1.6,60000,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
16308,1327,TOYOTA,Camry,2018,Sedan,1,2.5,45371,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
29793,632,BMW,X1,2013,Jeep,1,2.0,68000,4.0,4,Left wheel,Orange,12,1,False,False,False,False,False,True,False,True,False,False,False,False,True,False
862,640,CHEVROLET,Malibu,2013,Sedan,1,2.0,114107,4.0,4,Left wheel,Blue,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
12858,632,MERCEDES-BENZ,CLK 270,2002,Coupe,1,2.7,260000,5.0,2,Left wheel,Black,8,1,False,True,False,False,False,False,False,False,False,True,False,False,True,False
16618,1408,FORD,Transit,2007,Microbus,0,2.2,158000,4.0,4,Left wheel,White,2,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
18817,632,TOYOTA,Prius,2009,Sedan,1,1.8,288034,4.0,4,Left wheel,Silver,8,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
34406,777,HYUNDAI,H1,2014,Minivan,1,2.5,119884,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
45044,1017,HYUNDAI,Sonata,2017,Sedan,1,2.0,95948,4.0,4,Left wheel,White,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1490,1360,LEXUS,GX 470,2013,Jeep,1,4.6,154115,8.0,4,Left wheel,Black,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
8938,632,MERCEDES-BENZ,Vito,1998,Minivan,1,2.3,222000,4.0,2,Left wheel,Green,4,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False
627,1055,MERCEDES-BENZ,E 350,2013,Coupe,1,3.5,0,6.0,2,Left wheel,Silver,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
8467,632,SUBARU,Forester,2005,Universal,0,2.0,145576,4.0,4,Right-hand drive,Silver,4,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
3136,632,DAIHATSU,Sirion,2002,Hatchback,0,1.2,25000,4.0,4,Left wheel,Green,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8467,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,616691,4.0,4,Left wheel,Orange,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
5018,1624,MERCEDES-BENZ,E 350,2009,Sedan,1,3.5,109139,6.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,False,False,True,True,False,False,False
84675,632,TOYOTA,Land Cruiser Prado,2014,Jeep,1,3.0,137000,6.0,5,Left wheel,Black,12,1,False,True,False,False,False,False,False,True,False,False,False,False,True,False
10663,528,FORD,Fiesta,2014,Hatchback,0,1.6,84800,4.0,4,Left wheel,Black,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
11917,632,FORD,Transit,1995,Microbus,0,2.5,0,4.0,4,Left wheel,White,0,1,False,True,False,False,False,False,False,False,False,True,False,True,False,False
14740,639,HYUNDAI,Elantra GT,2014,Hatchback,0,2.0,51950,4.0,4,Left wheel,Grey,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6899,632,MERCEDES-BENZ,C 230,1996,Sedan,0,2.3,210456,4.0,4,Left wheel,Silver,2,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
15624,528,HYUNDAI,Accent,2014,Sedan,1,1.6,126265,4.0,4,Left wheel,White,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
10349,632,MITSUBISHI,Colt,2010,Sedan,0,1.3,89617,4.0,4,Right-hand drive,Beige,8,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True
1568,639,VOLKSWAGEN,Jetta,2014,Sedan,1,2.0,82392,4.0,4,Left wheel,Silver,12,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
14740,586,HYUNDAI,Elantra,2012,Sedan,0,1.8,129000,4.0,4,Left wheel,Blue,11,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
549,780,CHEVROLET,Cruze,2019,Sedan,1,1.4,14074,4.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
10976,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,620755,4.0,4,Left wheel,White,4,0,False,False,False,False,True,False,False,False,True,False,True,False,False,False
6586,632,MERCEDES-BENZ,E 320,1998,Sedan,1,3.2,0,6.0,4,Left wheel,White,6,0,True,False,False,False,False,False,False,False,False,True,True,False,False,False
46101,632,TOYOTA,Camry,2015,Sedan,1,2.5,89600,6.0,4,Left wheel,White,10,0,False,False,True,False,False,False,False,False,False,True,True,False,False,False
22580,1017,MERCEDES-BENZ,E 300,2017,Sedan,1,2.0,50930,4.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
111332,632,TOYOTA,Land Cruiser,2013,Jeep,1,4.7,180000,8.0,4,Left wheel,Black,8,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
14113,632,MERCEDES-BENZ,E 270,2002,Sedan,1,2.7,5000,6.0,4,Left wheel,White,4,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False
16621,642,CHEVROLET,Orlando,2012,Jeep,1,2.0,198000,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
19130,650,CHEVROLET,Cruze RS,2016,Sedan,0,1.4,32000,4.0,4,Left wheel,Grey,12,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
2430,87,MERCEDES-BENZ,C 250,2013,Coupe,1,0.0,121600,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
21639,650,CHEVROLET,Cruze,2016,Sedan,1,1.4,99200,4.0,4,Left wheel,Black,10,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
17249,632,FORD,Fusion,2009,Sedan,1,2.5,245000,4.0,4,Left wheel,Silver,10,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
19757,585,TOYOTA,Prius,2013,Sedan,0,1.8,137568,4.0,4,Left wheel,Blue,6,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
1000,632,VAZ,2121 (Niva),1983,Sedan,0,1.3,0,4.0,2,Left wheel,Beige,0,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False
11604,632,JEEP,Grand Cherokee,2001,Jeep,1,4.7,297600,8.0,4,Left wheel,Grey,12,0,True,False,False,False,False,False,False,True,False,False,True,False,False,False
51746,632,GAZ,20,1953,Sedan,0,2.0,0,4.0,4,Left wheel,Beige,0,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
32302,632,TOYOTA,Camry,2013,Sedan,1,2.5,73600,6.0,5,Left wheel,Blue,6,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
40390,891,HYUNDAI,Santa FE,2016,Jeep,1,2.0,134413,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
9879,761,TOYOTA,Prius,2010,Hatchback,0,1.8,146000,4.0,4,Left wheel,Grey,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
15681,382,LINCOLN,MKZ hybrid,2015,Sedan,1,2.0,137666,4.0,4,Left wheel,Grey,10,0,False,False,True,False,False,False,False,False,True,False,False,False,True,False
16621,632,HYUNDAI,Elantra,2014,Sedan,0,1.8,105600,4.0,4,Left wheel,Carnelian red,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
17719,1017,HYUNDAI,Elantra SE,2017,Sedan,0,2.0,53895,4.0,4,Left wheel,Silver,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
7527,632,MAZDA,Mazda 6,2002,Sedan,0,2.3,150000,4.0,4,Right-hand drive,White,2,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
18245,632,TOYOTA,Prius,2010,Sedan,0,1.8,172707,4.0,4,Left wheel,Black,4,0,False,False,True,False,False,False,False,False,True,False,False,False,False,True
14113,586,HYUNDAI,Elantra,2012,Sedan,1,1.8,135456,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
16800,707,SSANGYONG,Actyon,2011,Sedan,1,2.0,173987,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
18817,632,BMW,740,2006,Sedan,1,4.0,180000,8.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
13485,632,BMW,130,2009,Coupe,1,2.8,163000,6.0,2,Left wheel,Black,6,0,False,False,False,False,False,True,False,False,False,True,True,False,False,False
26343,890,KIA,Optima,2016,Sedan,1,2.0,27390,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
6899,760,CHEVROLET,Cruze,2010,Sedan,1,1.8,150001,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
16091,836,HYUNDAI,Genesis,2010,Coupe,1,2.0,100000,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
52263,891,HYUNDAI,Santa FE,2016,Jeep,1,2.0,108025,4.0,4,Left wheel,Black,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
23834,632,NISSAN,Juke,2013,Jeep,1,1.6,147200,4.0,4,Left wheel,Silver,6,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False
15367,632,BMW,750,2005,Sedan,1,5.0,177000,8.0,4,Left wheel,Black,12,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False
2666,155,VOLKSWAGEN,GTI,2015,Hatchback,1,0.2,104618,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
27598,891,HYUNDAI,Elantra,2016,Sedan,0,2.0,41000,4.0,4,Left wheel,White,8,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
49751,765,HYUNDAI,Sonata,2015,Sedan,1,2.0,24148,4.0,4,Left wheel,Black,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
16000,632,SUBARU,Legacy,2006,Sedan,0,2.0,1111,4.0,4,Right-hand drive,White,6,1,False,False,False,False,False,True,False,True,False,False,False,True,False,False
9408,642,VOLKSWAGEN,Jetta,2012,Sedan,1,2.0,119619,4.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
22000,632,VOLKSWAGEN,Passat,2012,Sedan,1,1.8,250000,4.0,4,Left wheel,Black,14,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
20297,836,HYUNDAI,Sonata,2010,Sedan,1,2.0,155590,4.0,4,Left wheel,Grey,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
58579,891,HYUNDAI,Santa FE,2016,Jeep,1,2.0,35000,4.0,4,Left wheel,Grey,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
17562,632,BMW,X5,2004,Jeep,1,4.4,141454,8.0,4,Left wheel,Black,16,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
3900,632,OPEL,Vectra B,2000,Sedan,0,1.8,156000,4.0,4,Left wheel,Grey,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
8467,632,NISSAN,X-Trail X-trail,2002,Jeep,1,2.0,254321,4.0,4,Left wheel,Grey,6,0,False,False,False,False,False,True,False,True,False,False,False,True,False,False
23521,585,LEXUS,CT 200h,2013,Hatchback,1,1.8,125000,4.0,4,Left wheel,Carnelian red,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
17249,1141,JEEP,Compass,2009,Jeep,1,2.4,54575,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
26971,640,FORD,Focus,2013,Sedan,1,2.0,53000,4.0,4,Left wheel,Yellow,8,1,False,False,False,False,False,True,False,False,True,False,False,True,False,False
14583,1172,MERCEDES-BENZ,E 350,2011,Sedan,1,3.5,230696,6.0,4,Left wheel,Black,12,0,False,True,False,False,False,False,False,True,False,False,True,False,False,False
10976,632,TOYOTA,Hilux Surf,1998,Jeep,0,3.4,262000,6.0,4,Right-hand drive,Black,0,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
6586,1077,TOYOTA,CHR,2019,Coupe,1,2.0,5219,4.0,4,Left wheel,White,12,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
12701,1024,HYUNDAI,H1,2010,Jeep,1,2.5,56765,4.0,4,Left wheel,Silver,4,0,False,True,False,False,False,False,False,False,True,False,True,False,False,False
58018,632,TOYOTA,RAV 4,2018,Jeep,0,2.5,1358,4.0,4,Left wheel,Grey,12,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False
18531,583,HYUNDAI,Elantra,2011,Sedan,1,1.6,165845,4.0,4,Left wheel,Silver,4,0,False,False,False,False,False,True,False,False,True,False,True,False,False,False
10976,632,MERCEDES-BENZ,200,1998,Sedan,0,1.8,0,4.0,4,Left wheel,Black,2,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False
3607,781,TOYOTA,Camry,2012,Sedan,1,2.5,156518,4.0,4,Left wheel,White,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
9408,632,ISUZU,VehiCross,1999,Jeep,0,3.2,170000,6.0,2,Right-hand drive,Blue,4,0,False,False,False,False,False,True,False,True,False,False,True,False,False,False
10036,988,TOYOTA,Prius,2007,Hatchback,1,1.5,240000,4.0,4,Left wheel,Grey,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,True
21953,632,HYUNDAI,H1,2009,Minivan,1,2.5,150000,6.0,5,Left wheel,Silver,0,1,False,True,False,False,False,False,False,False,False,True,True,False,False,False
11604,632,TOYOTA,Yaris,2008,Coupe,0,1.5,0,4.0,2,Left wheel,Black,2,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False
28222,632,HYUNDAI,Elantra,2016,Sedan,0,2.0,71200,4.0,4,Left wheel,Silver,12,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False
17249,632,VOLKSWAGEN,CC,2010,Sedan,1,2.0,168000,4.0,4,Left wheel,White,6,1,False,False,False,False,False,True,False,False,True,False,True,False,False,False
61154,609,TOYOTA,Camry,2018,Sedan,1,2.5,32000,4.0,4,Left wheel,Black,12,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
4861,333,FORD,Fusion,2014,Sedan,1,2.0,124493,4.0,4,Left wheel,White,0,0,False,False,True,False,False,False,False,False,True,False,True,False,False,False
